	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Chromatiales	1503.5	2851.5	27496.5	773.5	2534.5	25520.5	8354.5	600.5	12247.0	2539.0	24367.5	27955.5	114.0	10852.0	25466.0	4668.0	8606.0	15961.0	26684.5	10943.5	5075.0	92.5	9314.0	7423.5	96.0	13541.5	5435.5	6615.5	20396.5	4617.5	5795.5	17120.5	1979.5	16572.0	14873.5	15862.5	8538.5	31661.0	21817.5	27121.5	37464.5	31.0	34.0	46.5	48.5	56.0	52.5	73.5	77.5	5244.5	22757.0	41.0	8993.5	4861.0	12736.0
Lysobacterales	4720.5	12392.0	50608.0	1825.5	6114.5	64634.0	28988.5	3785.0	38914.5	5995.0	68867.0	40251.5	291.0	30591.5	12522.5	7738.5	26373.5	29504.5	127908.0	25334.5	13495.5	270.0	29558.5	16455.0	205.0	49189.0	12119.0	12701.5	64004.0	14897.0	21499.5	39703.5	31289.0	42525.5	34533.5	33464.5	23132.5	60082.5	86210.5	73034.5	79350.0	105.0	108.5	131.0	98.5	144.5	113.0	158.0	175.0	15088.0	48088.0	172.5	32040.5	37304.0	43998.5
Cardiobacteriales	245.0	874.5	3568.5	100.0	733.0	4096.0	1212.5	330.0	2588.5	321.5	4178.5	2589.5	16.5	1798.5	217.5	266.0	849.5	1692.5	2377.0	1458.0	577.5	8.0	2245.5	781.5	10.5	2158.0	1286.0	694.0	5977.5	762.0	880.5	4333.0	310.5	3006.5	1935.0	2187.5	1408.5	3477.0	6991.5	4785.5	5285.0	6.0	7.5	14.5	6.0	11.0	6.0	9.0	14.5	783.0	5852.0	8.5	1446.0	1285.0	2275.5
Methylococcales	236.5	504.5	2433.5	133.0	491.0	4005.0	1314.5	81.0	1592.0	387.5	4066.0	1353.0	16.0	1956.5	240.5	168.5	1348.5	2162.5	4044.5	1336.0	758.5	11.5	1521.5	1187.5	12.5	2144.0	850.5	786.0	3054.0	831.5	1004.5	3170.5	285.0	1853.0	2282.0	2331.5	1325.0	3476.5	3308.5	4523.5	4332.0	8.0	8.0	8.5	6.0	7.0	7.0	11.0	7.5	632.5	2771.0	9.0	866.5	1019.5	1814.0
Oceanospirillales	23032.0	56724.0	313141.5	13588.5	22681.5	366161.5	92334.5	6287.0	158531.0	41433.5	363088.0	161847.0	1341.5	101775.0	14204.0	16416.0	86327.0	182623.5	122895.5	167607.5	96522.0	938.5	89557.5	107566.0	1125.0	214446.5	56767.5	110374.5	237107.5	61851.0	77979.5	353664.5	13649.0	261168.0	265951.0	242237.0	199419.0	413120.0	277151.0	569305.0	492047.0	447.0	494.5	749.5	718.0	1080.0	959.0	1200.5	1174.5	52875.0	349927.0	680.0	92151.0	100334.0	229967.0
Alteromonadales	1852.5	4267.5	20883.0	928.5	2249.5	32074.0	16186.5	1082.0	14906.5	2450.5	30404.5	57110.5	126.0	14171.5	4482.0	6303.0	7087.0	15816.0	40651.0	10241.0	5700.5	117.0	12622.5	6188.0	78.0	17962.5	6370.0	7557.5	18458.5	5082.0	4654.0	23779.5	2079.0	16017.0	15737.0	14689.5	8226.0	24129.5	16870.5	30210.5	50791.0	35.0	31.0	62.0	61.5	101.0	84.0	91.5	89.0	6155.5	21892.0	58.0	9809.5	7515.5	13507.0
Vibrionales	17513.5	34068.5	232652.5	7856.0	24775.5	336741.0	107940.5	8443.0	376417.0	21512.5	219101.0	243298.5	1908.5	75748.5	16911.5	19571.5	255914.0	89858.5	215884.5	106335.5	58883.0	954.0	107904.0	78203.0	842.5	143272.5	44430.0	67249.0	279372.5	75366.5	189518.5	5981719.5	12898.5	189062.0	204549.5	204409.0	370259.0	298025.5	328658.5	313646.0	334369.0	537.0	598.5	487.5	457.5	637.0	594.0	1624.0	824.0	122428.5	168677.5	850.0	150988.0	134349.0	625936.0
Aeromonadales	1500.0	3370.0	14426.5	697.5	1502.5	20394.0	6689.0	1173.5	21690.0	1904.5	19437.5	158673.0	161.5	11837.0	4889.5	2498.5	8220.0	9943.0	29976.0	11890.5	4436.0	98.5	18603.0	6475.5	90.5	13100.5	8155.0	9188.5	21537.0	3256.5	4417.5	17683.0	1638.5	11563.0	9251.0	13773.0	7049.0	20606.0	17725.0	20205.5	43010.0	21.5	38.5	39.0	36.0	53.5	41.0	103.5	80.5	9548.0	15550.0	37.5	6523.0	7261.5	9731.5
Pasteurellales	2986.0	37486.0	24105.5	1165.0	3263.5	33395.5	27657.0	4106.0	25636.0	4238.5	35212.5	51091.5	246.5	13888.5	3132.0	4217.0	21373.0	12004.0	28441.5	19455.0	5618.5	104.5	19306.5	10467.5	137.0	34764.5	7185.5	10525.5	51171.5	18256.0	5460.5	189727.0	1392.5	23306.0	17821.0	18168.0	18331.5	36927.5	27765.5	55518.5	62016.5	94.0	101.5	76.0	67.5	122.0	101.0	166.0	151.5	12687.5	23149.0	135.5	22370.0	21442.0	107312.5
Bacteroidales	3027.5	20192.5	33228.0	1915.0	9681.5	68500.5	45046.5	6240.0	60495.0	6090.5	71790.5	92348.0	264.0	20056.5	5132.0	2674.5	14058.5	18370.5	32648.5	14355.0	11476.0	192.5	27542.0	18701.0	161.5	43279.0	7777.0	10928.0	40631.0	16280.0	10233.5	36297.0	2021.0	23349.0	20936.0	210718.0	14462.0	34326.5	33259.0	97363.0	96367.5	77.0	77.0	120.0	102.0	189.5	169.0	256.5	192.5	12599.0	23319.5	104.0	46974.5	16737.5	32731.5
