	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Deferrisomatia	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Epsilonproteobacteria	718.0	4588.0	9395.5	442.5	1559.5	18157.5	5459.5	464.5	9100.5	1372.5	18029.5	11348.0	53.0	9075.0	621.5	585.0	3722.5	8581.5	10775.0	4974.5	2751.0	56.0	6332.0	4082.5	37.0	7167.0	2025.5	3854.5	9302.0	3552.5	2913.5	14411.5	1179.5	8733.0	9385.5	10461.0	6811.5	15007.5	10029.0	17651.0	17285.0	14.0	14.0	26.0	26.0	40.0	35.0	50.0	33.0	2939.5	11479.5	17.5	3281.0	3992.0	6734.5
Desulfurellia	78.0	222.5	969.0	42.0	121.5	2173.5	544.5	10.5	598.0	158.5	2812.5	588.5	4.0	939.0	52.5	67.0	239.0	1113.0	593.0	710.5	466.0	5.0	349.5	413.5	4.0	1042.5	161.0	228.5	762.5	341.5	251.5	1893.0	73.5	994.5	1958.0	1425.0	848.5	1690.0	1481.5	2205.5	1785.0	1.0	2.5	3.0	2.0	5.0	2.5	5.0	7.5	183.0	1466.5	0.0	136.5	353.5	560.0
Candidatus Cloacimonadia	18.5	62.5	218.5	10.0	21.0	372.5	64.5	2.0	203.5	33.5	484.0	121.0	1.0	231.5	4.0	6.0	49.5	255.5	234.0	166.0	70.0	0.0	131.0	76.5	0.0	134.5	55.5	37.5	138.0	79.5	62.5	319.5	15.0	202.5	258.5	226.0	138.0	325.5	199.5	417.5	234.5	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	64.0	188.5	1.0	81.5	47.5	293.5
Candidatus Moduliflexia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Candidatus Vecturitrichia	0.0	1.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	0.0	9.0	11.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	22.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Dethiobacteria	0.0	0.0	0.0	1.0	2.0	9.5	0.0	0.0	15.0	0.0	14.5	3.5	0.0	7.0	0.0	0.0	0.0	3.5	13.0	0.0	2.5	0.0	4.0	2.0	0.0	11.0	5.0	0.0	9.0	0.0	1.0	6.0	0.0	0.0	13.0	10.5	10.0	0.0	10.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
Desulfitisporia	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcia	37.0	124.5	541.5	25.0	79.0	791.0	205.5	12.5	330.0	101.5	824.0	286.5	0.0	478.0	35.0	18.5	148.0	490.5	450.0	287.5	146.5	2.0	350.5	142.0	0.0	261.0	89.0	118.0	351.0	150.5	173.5	608.5	80.0	466.0	532.5	703.0	267.5	514.0	466.0	945.5	837.5	1.0	2.5	1.0	1.5	1.0	1.0	4.0	5.0	86.0	490.0	0.0	173.0	72.0	349.5
Thermosulfidibacteria	3.0	6.5	69.0	2.0	5.5	41.5	18.0	0.5	15.0	3.0	49.0	29.0	0.0	23.0	22.5	0.0	35.5	27.5	65.5	19.0	30.0	0.0	30.0	14.5	1.0	75.0	0.0	22.5	65.5	13.0	38.0	66.5	7.0	22.5	28.5	39.5	9.0	43.0	29.0	51.0	101.0	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	13.0	45.0	0.0	33.0	20.0	51.5
