gene	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100177_2	SAMPLE_100206_2	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100177_1	SAMPLE_100177_3	SAMPLE_100206_1	SAMPLE_100206_3	SAMPLE_100257_3
ENSG00000229018	19	23	1	1	0	0	46	1	0	0	1	3	0	28	4	14	37	26	8	13	0
ENSG00000229019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229020	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229021	0	45	5	0	0	8	0	0	0	0	0	0	0	0	0	0	4	16	0	1	0
ENSG00000229022	1	2	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0
ENSG00000229023	8	14	0	9	0	10	0	0	10	1	0	6	0	0	37	0	15	1	142	0	80
ENSG00000229025	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229027	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	6	1	0	0
ENSG00000229028	0	7	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229029	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229030	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229031	3	6	0	0	0	7	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0
ENSG00000229032	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ENSG00000229035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229036	29	19	1	3	0	8	1	0	19	0	1	13	0	0	31	1	0	0	46	23	0
ENSG00000229037	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229042	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229043	0	8	0	0	0	0	0	0	0	0	19	0	0	0	1	21	1	0	30	20	0
ENSG00000229044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229046	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0
ENSG00000229047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000229048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229051	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229052	0	14	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ENSG00000229054	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229056	37	51	0	155	1	1	15	3	42	0	26	48	1	57	9	53	28	1	376	21	1
ENSG00000229057	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229063	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229065	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229066	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000229067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229068	1	7	5	0	0	5	0	1	0	0	0	0	0	1	1	0	2	1	2	16	3
ENSG00000229072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0
ENSG00000229079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229081	0	0	4	0	0	6	0	1	2	0	4	4	0	0	1	0	2	3	6	28	0
ENSG00000229082	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229083	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000229086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229087	0	2	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229088	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000229089	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229090	0	17	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229091	1	10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	8	23	1
ENSG00000229092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229097	6	10	2	43	0	5	38	17	52	0	46	66	0	0	43	59	14	29	75	0	18
ENSG00000229101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000229102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229104	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0
ENSG00000229105	2	0	1	0	1	4	18	0	2	0	0	0	0	0	0	1	4	6	0	3	1
ENSG00000229106	35	46	11	14	0	2	6	0	20	0	1	26	1	0	45	0	14	0	14	7	0
ENSG00000229107	0	4	0	0	0	0	0	3	3	0	0	3	0	0	0	4	0	0	0	0	0
ENSG00000229108	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	15	1	0
ENSG00000229109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229110	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000229117	1517	2235	1005	1458	17	1089	1886	1101	3216	15	3671	4189	13	768	1946	2983	1837	1041	6840	1094	2901
ENSG00000229118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229119	17	13	7	11	0	6	33	11	21	0	13	48	0	6	15	29	34	24	64	1	100
ENSG00000229120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229124	189	287	156	318	1	191	234	529	333	5	622	331	2	331	118	389	239	13	2590	157	85
ENSG00000229127	9	30	0	34	0	5	5	0	10	0	0	13	0	6	48	23	0	0	39	0	0
ENSG00000229129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229131	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229132	10	27	25	5	0	1	37	6	1	0	28	36	0	3	18	29	1	5	86	5	21
ENSG00000229133	4	12	1	0	0	1	2	0	2	0	0	9	0	0	1	0	7	0	10	4	0
ENSG00000229138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229140	0	4	0	0	0	6	3	9	0	0	12	8	0	0	0	0	12	0	27	0	0
ENSG00000229142	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2	1	1	2	0
ENSG00000229143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229145	2	15	11	1	0	6	0	5	0	0	2	0	0	0	3	3	4	3	20	2	0
ENSG00000229146	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229147	0	2	12	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ENSG00000229150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229151	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
ENSG00000229152	8	19	0	10	0	8	12	2	5	0	27	10	0	5	26	90	0	8	28	0	0
ENSG00000229153	7	58	2	25	0	25	28	1	10	0	6	6	0	0	99	4	22	16	59	5	169
ENSG00000229154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229155	0	1	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0
ENSG00000229156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
ENSG00000229161	0	3	0	1	0	0	2	0	4	0	0	0	0	1	0	0	6	0	8	1	0
ENSG00000229162	4	5	0	0	0	1	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0
ENSG00000229163	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0
ENSG00000229165	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	2	1
ENSG00000229167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229168	0	5	0	1	0	0	7	0	3	0	0	1	0	0	3	1	0	0	7	0	0
ENSG00000229169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229172	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229173	0	3	0	0	0	0	8	0	1	0	0	1	0	0	1	0	0	0	0	8	0
ENSG00000229175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229180	34	63	0	35	0	10	34	3	13	0	28	53	0	0	54	4	40	0	54	6	25
ENSG00000229182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229183	0	1	0	1	0	1	0	0	0	0	5	0	0	0	0	0	1	1	1	3	0
ENSG00000229184	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229188	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000229190	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229191	0	18	0	5	1	11	1	0	0	0	0	0	0	0	20	0	9	0	32	1	0
ENSG00000229192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229195	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229197	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229203	1	8	3	2	0	16	7	2	0	0	5	4	0	14	4	5	4	0	10	7	0
ENSG00000229204	2	1	19	1	0	0	0	0	0	0	4	6	0	0	0	5	0	0	5	8	0
ENSG00000229205	0	7	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229207	5	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
ENSG00000229208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000229211	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229214	0	16	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
ENSG00000229217	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229220	2	5	0	1	0	8	8	10	0	0	9	2	0	0	3	1	4	3	5	22	0
ENSG00000229221	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229222	3	18	0	20	0	0	0	0	0	0	0	30	0	15	13	0	0	3	4	4	0
ENSG00000229224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229225	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229228	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ENSG00000229229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229235	0	4	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229236	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000229237	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	1
ENSG00000229238	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000229239	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000229240	0	9	10	0	0	18	12	8	0	0	0	1	0	7	0	8	0	0	0	5	4
ENSG00000229241	4	27	0	13	0	0	8	0	1	0	1	0	0	0	15	0	0	2	0	1	0
ENSG00000229242	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229243	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0	0	0
ENSG00000229245	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229246	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229248	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229251	3	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	3	0	0
ENSG00000229254	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229256	0	0	0	0	0	0	1	0	1	0	0	1	0	0	6	0	0	0	1	1	6
ENSG00000229257	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229258	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229259	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229261	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
ENSG00000229262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229267	5	11	4	9	0	12	1	0	1	0	0	4	0	0	0	0	7	0	5	7	0
ENSG00000229268	0	33	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	20	7	10	0
ENSG00000229269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229272	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229274	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229275	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000229276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ENSG00000229278	3	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
ENSG00000229280	0	4	1	0	0	1	3	0	0	0	0	5	0	1	7	13	0	4	3	11	0
ENSG00000229281	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000229282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229288	0	1	2	0	0	4	5	0	1	0	0	0	0	0	0	0	4	0	3	18	0
ENSG00000229289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229294	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSG00000229297	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000229298	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229299	2	9	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229302	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229303	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229305	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229306	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229307	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229313	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	1	0	1	0
ENSG00000229314	7	5	0	32	0	8	5	0	12	1	20	27	0	2	61	36	40	142	277	15	0
ENSG00000229315	0	3	0	1	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	7	1
ENSG00000229316	9	37	0	3	0	5	0	20	3	0	6	3	0	11	7	0	0	0	12	0	0
ENSG00000229320	2	34	13	27	0	7	4	1	8	2	2	13	0	0	15	61	34	2	22	7	24
ENSG00000229321	0	6	0	1	0	1	0	0	6	0	3	4	0	0	3	0	0	0	0	0	0
ENSG00000229322	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229323	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229324	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229325	8	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000229326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229327	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0
ENSG00000229330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229332	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229334	0	0	34	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000229335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229336	8	6	0	9	0	7	14	8	0	0	0	8	0	7	0	3	4	15	6	14	0
ENSG00000229337	7	14	0	4	1	22	31	2	0	0	4	12	0	0	3	0	10	0	8	29	0
ENSG00000229338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229339	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229344	88	222	39	255	1	29	29	261	28	5	90	56	2	111	17	83	72	13	149	88	12
ENSG00000229345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229347	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	27	0	0
ENSG00000229348	6	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	4	0
ENSG00000229349	1	29	1	3	0	21	16	0	3	0	2	6	0	9	0	6	6	1	4	6	5
ENSG00000229351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229352	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229356	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000229357	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000229358	33	39	18	160	0	36	84	55	169	0	123	312	1	59	130	75	80	18	552	16	245
ENSG00000229359	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229360	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSG00000229368	1	12	0	3	0	8	1	0	2	0	0	0	0	0	0	0	1	0	0	11	0
ENSG00000229369	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ENSG00000229373	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229379	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	0	1	0
ENSG00000229380	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
ENSG00000229382	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229384	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSG00000229386	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000229388	7	10	0	0	0	1	0	0	0	1	1	32	0	0	3	0	0	0	9	0	0
ENSG00000229389	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229390	1	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000229391	26	47	0	23	1	26	32	1	41	0	20	49	0	0	42	8	30	0	272	41	0
ENSG00000229393	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229399	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000229400	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229401	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229402	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229404	0	6	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000229405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229407	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229409	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000229413	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0
